return_id,order_id,product_id,return_date,return_reason,refund_amount,refund_status
R7113477,O5061190,P639581,2024-03-11,Quality issue,687.12,Pending
R4132106,O4152584,P578314,2024-10-25,Late delivery,2297.63,Pending
R7321794,O1807749,P317619,2024-03-24,Not as described,2302.08,Completed
R3534536,O2052391,P576949,2024-05-24,Quality issue,4458.83,Completed
R1142017,O7909116,P052008,2024-06-02,Color mismatch,3897.84,Pending
R6632290,O9943874,P857779,2024-02-17,Size issue,1268.88,Pending
R7447735,O4679570,P961022,2024-09-25,Size issue,1420.77,Pending
R6340877,O2537568,P242642,2024-02-21,Not as described,1079.64,Completed
R6788967,O4520413,P553553,2024-04-18,Not as described,1094.32,Completed
R6640811,O6104799,P023467,2024-11-16,Late delivery,6661.15,Pending
R9308254,O6766582,P186502,2024-07-26,Quality issue,2207.82,Pending
R2108444,O7259748,P188777,2025-01-10,Color mismatch,2871.36,Completed
R9846216,O4185772,P894826,2024-09-18,Damaged item,1564.88,Completed
R8351405,O6710933,P037218,2024-09-03,Color mismatch,2235.12,Completed
R3097701,O1341617,P978852,2024-11-03,Color mismatch,3437.89,Pending
R9715350,O6493571,P719804,2024-12-03,Late delivery,2694.91,Pending
R8604312,O5691609,P807276,2024-12-22,Size issue,1339.13,Completed
R2037281,O8320358,P465044,2024-11-26,Not as described,3074.78,Pending
R5819248,O6032849,P832241,2025-01-25,Color mismatch,303.73,Pending
R4905130,O1628238,P362836,2024-10-20,Size issue,1006.86,Pending
R8848126,O6165541,P987612,2024-03-26,Color mismatch,2362.42,Pending
R8687068,O6283356,P376033,2024-04-04,Not as described,2255.75,Completed
R3092125,O8726479,P177738,2024-01-17,Damaged item,1484.09,Pending
R9822127,O9756382,P715151,2024-07-07,Late delivery,1255.98,Completed
R9317073,O4110745,P900962,2024-04-28,Color mismatch,1595.41,Completed
R7295759,O7592989,P118599,2024-10-19,Color mismatch,1055.41,Completed
R3701440,O5110869,P632319,2024-02-19,Late delivery,1193.62,Completed
R7791666,O1055446,P993313,2024-09-09,Not as described,2872.55,Pending
R8682674,O8475217,P008783,2024-06-11,Late delivery,1514.01,Pending
R7220348,O2779410,P641329,2024-03-22,Damaged item,1794.37,Pending
R1820641,O7963467,P435581,2024-06-01,Late delivery,1593.01,Completed
R7362956,O8005786,P911536,2024-07-10,Late delivery,3446.3,Completed
R2289166,O9040239,P427554,2024-08-26,Damaged item,1264.83,Completed
R3693459,O2208578,P375622,2024-08-13,Quality issue,895.19,Completed
R4604064,O7857359,P467001,2024-02-23,Quality issue,2825.44,Completed
R3862105,O3306195,P725886,2024-03-31,Size issue,1783.46,Completed
R4030125,O6993189,P345488,2024-03-17,Size issue,638.27,Completed
R2123815,O2775441,P244653,2024-11-26,Quality issue,2879.76,Pending
R5111628,O2483648,P124060,2024-07-27,Damaged item,1344.64,Pending
R6406497,O7443743,P070837,2024-12-08,Size issue,2000.08,Completed
R2325374,O3461853,P037292,2025-01-09,Quality issue,619.87,Completed
R1858498,O2200141,P073887,2024-03-16,Damaged item,3431.72,Completed
R1570656,O9138156,P932617,2024-01-13,Quality issue,1150.49,Completed
R6710359,O8287415,P017083,2024-03-31,Late delivery,2926.97,Completed
R9118131,O2280658,P410578,2024-06-11,Color mismatch,1608.49,Pending
R4881353,O2790225,P074207,2024-02-28,Damaged item,1664.48,Completed
R4975878,O9625972,P103760,2024-02-10,Not as described,325.14,Pending
R1716194,O2449971,P520003,2024-02-19,Size issue,1839.73,Pending
R5889470,O7900335,P180886,2024-11-08,Damaged item,1196.05,Pending
R1467358,O8920447,P486754,2024-07-13,Color mismatch,1479.24,Completed
R3682522,O1814401,P292902,2024-06-28,Color mismatch,4348.08,Completed
R3123543,O8831960,P141786,2024-08-22,Late delivery,2468.46,Completed
R1766574,O4889692,P075388,2024-01-27,Late delivery,1444.36,Pending
R1723597,O7763603,P159503,2024-12-02,Not as described,1087.75,Pending
R4011802,O2880068,P947881,2024-10-07,Damaged item,4303.69,Pending
R8527648,O2520051,P602691,2024-03-24,Damaged item,2755.99,Pending
R1905568,O2426318,P062838,2024-07-19,Color mismatch,4762.75,Completed
R1755230,O4075190,P604322,2024-04-11,Late delivery,1937.68,Pending
R1092468,O7112218,P725194,2024-12-21,Color mismatch,1820.46,Completed
R7774855,O1696598,P072829,2024-04-15,Damaged item,5096.41,Pending
R2350253,O7424010,P542661,2025-01-15,Size issue,775.56,Pending
R6238514,O8215784,P577381,2024-12-21,Color mismatch,1189.86,Pending
R4327786,O6349868,P614279,2024-03-18,Quality issue,2311.29,Pending
R5824177,O3556076,P439182,2024-10-01,Color mismatch,4182.49,Pending
R4861204,O6014900,P567431,2024-09-14,Color mismatch,850.93,Pending
R2470925,O7764391,P171549,2024-02-21,Color mismatch,5664.84,Pending
R3783174,O8498271,P052788,2025-01-05,Damaged item,524.48,Completed
R1063148,O9852344,P631647,2024-07-15,Color mismatch,1058.33,Pending
R2090070,O8930381,P893606,2024-05-27,Quality issue,3547.54,Completed
R5932439,O2579152,P389101,2024-08-13,Damaged item,1649.81,Completed
R8875140,O8005786,P911536,2024-07-07,Late delivery,5320.41,Pending
R7933526,O7921774,P836497,2024-05-29,Damaged item,1578.36,Pending
R8746952,O3176528,P911536,2024-08-12,Quality issue,2707.96,Pending
R8710956,O9161209,P716851,2024-08-19,Late delivery,1082.11,Pending
R3770565,O1861388,P657330,2024-01-29,Color mismatch,816.79,Pending
R8653684,O7479555,P872789,2024-09-21,Not as described,523.44,Completed
R1681570,O6439205,P210217,2024-12-31,Late delivery,3015.28,Pending
R1017573,O3248002,P105284,2025-01-22,Color mismatch,1035.5,Completed
R1021950,O8881647,P284920,2024-10-19,Size issue,3446.45,Pending
R6535181,O9684398,P329961,2024-06-22,Size issue,468.99,Completed
R3931003,O1108146,P887553,2024-05-04,Color mismatch,1617.99,Pending
R3249220,O1373216,P899585,2024-10-13,Quality issue,1173.41,Pending
R4624634,O6501029,P323044,2024-12-11,Damaged item,382.19,Completed
R4137701,O6104799,P023467,2024-11-15,Quality issue,8266.92,Pending
R2366684,O5021519,P505378,2024-03-23,Late delivery,5820.38,Completed
R3391735,O8083989,P726282,2024-06-01,Size issue,1779.31,Pending
R4601149,O8164008,P505447,2024-05-31,Quality issue,1737.09,Completed
R6468694,O8227421,P026373,2024-12-14,Size issue,853.78,Pending
R1224788,O8716542,P834079,2024-09-27,Not as described,3850.83,Pending
R8829931,O7842054,P594521,2024-04-09,Size issue,2301.39,Pending
R7213588,O4345633,P943973,2024-03-01,Size issue,2802.91,Completed
R7228591,O1905958,P152647,2024-05-13,Damaged item,2326.05,Pending
R1359278,O2613552,P846888,2024-07-07,Quality issue,1694.75,Pending
R9333274,O9154301,P519039,2024-07-22,Color mismatch,1440.82,Completed
R7926169,O5664173,P600929,2024-09-05,Quality issue,304.9,Completed
R1109629,O8213180,P607219,2024-08-01,Late delivery,179.88,Completed
R6760658,O9534075,P565757,2025-01-16,Late delivery,871.71,Pending
R6225694,O3357072,P838066,2024-02-29,Not as described,440.83,Pending
R8247045,O6283356,P376033,2024-04-04,Color mismatch,2640.67,Completed
R5398898,O3629202,P294395,2024-09-22,Damaged item,1959.72,Completed
R3133584,O5190846,P632317,2024-02-10,Late delivery,430.74,Pending
R1293929,O4459294,P199640,2024-01-20,Damaged item,3871.04,Pending
R5051033,O2664627,P952020,2024-05-30,Color mismatch,615.96,Pending
R2979377,O8492531,P883054,2025-02-03,Not as described,458.03,Completed
R8861044,O4528430,P782139,2024-11-01,Size issue,4213.51,Pending
R3270939,O1248661,P066142,2024-01-06,Not as described,857.8,Pending
R8706199,O8284022,P993364,2024-02-03,Late delivery,2264.73,Pending
R8109092,O3974801,P608663,2024-03-22,Late delivery,3141.3,Pending
R5537642,O7481867,P496627,2024-02-11,Late delivery,3077.4,Pending
R3228835,O3614076,P205554,2025-01-01,Quality issue,2242.14,Pending
R1314178,O6823070,P246242,2024-10-08,Late delivery,4053.72,Pending
R2655642,O9670627,P730324,2025-02-12,Quality issue,1225.1,Completed
R2502567,O2731177,P481580,2024-01-14,Late delivery,484.6,Completed
R4649432,O6838454,P151977,2024-06-08,Not as described,479.34,Pending
R3768968,O5993724,P909967,2024-11-17,Late delivery,225.61,Completed
R7591323,O9307020,P650558,2024-08-24,Quality issue,5805.23,Completed
R8954336,O1120954,P291697,2024-08-31,Quality issue,2622.66,Pending
R9946284,O1470342,P684645,2024-01-13,Damaged item,646.71,Completed
R7612150,O5846058,P970805,2024-07-28,Quality issue,1088.75,Completed
R9740146,O7565619,P869535,2024-03-15,Quality issue,1077.16,Completed
R3245163,O2773185,P158847,2025-01-21,Size issue,665.84,Pending
R3519156,O2483559,P785542,2024-11-30,Late delivery,213.91,Completed
R5733331,O4725146,P575527,2024-08-18,Not as described,2570.56,Pending
R6771834,O2272718,P794270,2025-01-07,Color mismatch,5329.05,Completed
R2633863,O7131823,P978433,2024-07-15,Quality issue,4351.1,Pending
R5241504,O3280682,P743174,2024-02-18,Quality issue,622.3,Completed
R1308857,O3567074,P075395,2024-10-19,Size issue,5259.25,Completed
R6710953,O9071262,P009667,2024-02-02,Quality issue,3492.2,Pending
R8104073,O9052343,P503409,2024-07-28,Color mismatch,434.0,Pending
R9719038,O6343119,P657776,2024-03-14,Quality issue,819.53,Pending
R6822572,O3267787,P063935,2024-01-22,Color mismatch,7616.48,Completed
R1006432,O2566220,P956190,2024-07-26,Late delivery,1954.77,Completed
R2728582,O9662049,P423238,2024-09-29,Late delivery,253.44,Pending
R7087989,O3274444,P815346,2024-07-20,Not as described,1707.75,Pending
R5264124,O3829359,P449480,2024-10-26,Late delivery,1134.94,Pending
R1793118,O4051120,P955303,2024-03-02,Not as described,4031.36,Pending
R5579096,O3483228,P571081,2024-12-26,Not as described,743.11,Pending
R6284660,O1715464,P065283,2024-01-30,Damaged item,767.81,Pending
R4603726,O7801910,P785021,2024-04-24,Damaged item,758.09,Completed
R6792221,O2021543,P091726,2024-07-09,Size issue,2772.97,Completed
R6410973,O3805833,P834765,2024-01-25,Color mismatch,1283.36,Pending
R5696701,O3520586,P701007,2024-09-11,Late delivery,3981.74,Pending
R5788311,O3126416,P675095,2024-10-26,Late delivery,3158.99,Completed
R8309067,O7273532,P209340,2024-11-12,Quality issue,1818.03,Completed
R7998011,O7030379,P013725,2024-09-24,Not as described,2223.67,Pending
R5729559,O5693084,P200218,2024-12-12,Late delivery,4340.21,Pending
R4313078,O1344978,P320408,2025-01-24,Damaged item,4658.1,Completed
R2639031,O4277790,P366216,2024-06-29,Late delivery,1335.52,Completed
R6976681,O9948006,P840389,2025-02-03,Color mismatch,2335.98,Pending
R2149358,O7052897,P694365,2024-09-14,Size issue,6159.7,Completed
R5067359,O1707831,P516755,2024-04-26,Not as described,3410.18,Pending
R3679075,O9028209,P426853,2024-05-22,Damaged item,769.82,Completed
R8175802,O6451686,P578493,2025-02-04,Quality issue,3106.5,Completed
R8668805,O3223715,P302235,2024-07-01,Quality issue,563.76,Completed
R6065345,O1628882,P067162,2024-10-24,Quality issue,1553.72,Pending
R2550119,O2024940,P582034,2024-04-06,Size issue,1580.33,Completed
R7490414,O8605862,P566544,2024-09-08,Damaged item,590.46,Completed
R9185246,O5726705,P198183,2024-05-03,Damaged item,1596.6,Pending
R8034393,O3893941,P220890,2024-07-23,Quality issue,1223.91,Completed
R6200477,O3037320,P942132,2024-06-12,Color mismatch,3194.22,Pending
R3546164,O7188351,P661632,2024-04-23,Quality issue,1030.16,Completed
R3664330,O8485559,P121558,2024-11-19,Size issue,2573.89,Pending
R4026899,O8056800,P511514,2024-10-05,Late delivery,1092.1,Completed
R5400694,O5294965,P637679,2024-11-13,Late delivery,788.3,Pending
R4891462,O2281670,P521544,2024-12-28,Size issue,945.49,Pending
R3948604,O7333786,P052813,2024-02-20,Damaged item,1323.83,Pending
R9856375,O9594219,P877651,2024-01-14,Quality issue,566.4,Pending
R8941538,O2066766,P941517,2024-03-03,Color mismatch,886.51,Pending
R1577056,O9919469,P384424,2024-12-29,Quality issue,1228.05,Completed
R2652307,O9013452,P439150,2024-09-12,Not as described,1224.42,Pending
R7576565,O4631724,P366045,2024-07-20,Not as described,856.36,Completed
R3483131,O8237670,P227422,2024-04-01,Quality issue,1171.57,Completed
R9116837,O4724787,P541352,2024-01-18,Quality issue,4358.13,Pending
R7643564,O5736901,P734592,2024-08-08,Size issue,3738.01,Completed
R2217284,O9367842,P772951,2024-12-18,Color mismatch,4597.43,Completed
R3575514,O1774458,P454791,2024-04-03,Quality issue,927.69,Completed
R7884704,O9339424,P744611,2024-01-19,Late delivery,1018.16,Completed
R3730467,O8550074,P437859,2024-01-27,Color mismatch,1181.18,Completed
R1146551,O2962944,P009416,2024-08-22,Quality issue,575.91,Completed
R6565426,O5329476,P275643,2024-04-22,Size issue,454.92,Pending
R9191406,O9259736,P292392,2024-07-23,Quality issue,1767.56,Pending
R9424009,O4975138,P761082,2024-09-09,Damaged item,7387.85,Completed
R2614223,O5038820,P612948,2024-07-28,Late delivery,262.75,Completed
R3461078,O8358861,P207339,2024-07-13,Color mismatch,693.6,Pending
R2528660,O5202862,P297123,2024-04-22,Color mismatch,819.25,Completed
R5339193,O9870846,P584317,2024-10-20,Color mismatch,1855.0,Completed
R2784534,O3565697,P339609,2024-04-20,Not as described,1933.13,Completed
R6120599,O2739466,P226497,2024-05-23,Not as described,1191.19,Completed
R3991131,O1978727,P351987,2025-02-11,Quality issue,624.88,Completed
R3208780,O2574408,P964218,2024-10-29,Color mismatch,865.77,Completed
R1700696,O6784772,P295144,2024-05-10,Quality issue,814.85,Completed
R3117871,O6727156,P875189,2024-01-30,Size issue,808.11,Pending
R5030514,O3389492,P937097,2024-10-27,Size issue,567.5,Completed
R3459160,O5230271,P534563,2025-01-18,Damaged item,2059.64,Completed
R7010279,O9184113,P579786,2024-03-04,Damaged item,1730.29,Completed
R2100521,O8603101,P914640,2024-06-23,Not as described,4461.77,Completed
R5358004,O9265101,P464590,2024-02-22,Size issue,2393.44,Completed
R4990899,O3465038,P978575,2024-07-21,Quality issue,1839.22,Pending
R9731036,O6907011,P543097,2024-02-09,Damaged item,561.31,Completed
R5702971,O9856477,P069706,2024-07-24,Damaged item,262.19,Pending
R6644552,O3680658,P876399,2024-01-19,Size issue,3946.32,Completed
R8240500,O3308945,P039336,2024-04-10,Quality issue,887.06,Completed
R8769458,O4297567,P698886,2024-10-14,Damaged item,1174.16,Pending
R9302647,O5335414,P761996,2024-11-03,Color mismatch,1274.93,Completed
R4851464,O1545143,P384034,2024-07-28,Size issue,6841.28,Completed
R6292588,O2364542,P083029,2024-07-27,Not as described,1193.32,Pending
R8601033,O9296915,P768835,2024-03-19,Late delivery,882.89,Pending
R1141437,O8163491,P912317,2024-07-15,Size issue,3007.87,Pending
R1034403,O1345361,P814908,2024-12-22,Not as described,1108.36,Pending
R7250360,O7348543,P334855,2024-08-15,Not as described,252.15,Completed
R2415900,O4678712,P601070,2024-07-24,Late delivery,1543.95,Pending
R1904392,O2042016,P763423,2024-09-30,Damaged item,1576.03,Completed
R5142876,O7454939,P989653,2024-01-19,Late delivery,4090.67,Pending
R4343252,O4559532,P450797,2025-01-10,Quality issue,2613.93,Pending
R3680083,O2075309,P215317,2024-07-03,Late delivery,2662.6,Pending
R8579622,O1097095,P243335,2024-12-31,Quality issue,993.25,Completed
R6042929,O9390145,P585295,2024-08-16,Not as described,926.15,Pending
R5499135,O5993719,P321528,2024-07-25,Color mismatch,329.16,Completed
R4788946,O9976930,P862259,2024-12-23,Not as described,1169.41,Completed
R6312233,O4169815,P423507,2025-01-15,Damaged item,2187.47,Completed
R2866863,O7093321,P375717,2024-01-11,Not as described,870.22,Pending
R9898336,O2668858,P166096,2024-06-05,Size issue,420.56,Pending
R4559217,O1982124,P342577,2024-06-22,Size issue,1413.56,Pending
R6476886,O8434485,P920689,2024-10-29,Not as described,1830.01,Pending
R1428989,O1003009,P700916,2024-10-09,Color mismatch,1364.19,Pending
R7063203,O8857355,P540274,2024-09-21,Not as described,848.77,Completed
R2641213,O2539948,P947956,2024-01-13,Damaged item,677.65,Completed
R6323040,O9405290,P055858,2024-03-09,Size issue,1333.34,Completed
R8988366,O7591903,P504328,2024-11-27,Not as described,1187.88,Pending
R5110727,O9001708,P419770,2024-01-21,Size issue,754.47,Completed
R1555071,O7149011,P971007,2024-03-06,Color mismatch,2698.29,Completed
R2197602,O9020113,P641830,2024-08-23,Size issue,390.19,Pending
R1389580,O9512956,P105284,2024-01-13,Not as described,1435.29,Completed
R9262566,O4558010,P610535,2024-02-15,Size issue,2575.97,Completed
R5874042,O3420556,P570534,2024-02-25,Late delivery,555.7,Completed
R4937102,O8626078,P403284,2024-08-11,Damaged item,1441.9,Pending
R5704910,O5923325,P850118,2024-06-27,Size issue,356.33,Pending
R2320779,O2124668,P084281,2024-02-14,Not as described,1118.98,Pending
R9099794,O5182157,P927161,2025-01-22,Damaged item,3655.73,Pending
R8899258,O8540339,P962334,2024-05-23,Size issue,2333.46,Completed
R2216265,O5664315,P922417,2024-08-17,Damaged item,1219.03,Pending
R5501689,O5813768,P623825,2025-01-06,Late delivery,4700.49,Completed
R4697313,O8903415,P142954,2024-02-21,Quality issue,3007.69,Pending
R4089295,O7097878,P310934,2024-12-09,Damaged item,5581.09,Completed
R6611432,O8860377,P949161,2024-06-17,Damaged item,1880.99,Pending
R6910043,O7913115,P429813,2024-08-04,Late delivery,2541.6,Pending
R4724337,O4448907,P993649,2024-09-21,Color mismatch,1515.79,Completed
R6828459,O1155139,P960235,2024-03-19,Not as described,190.59,Pending
R4009079,O7415620,P727651,2024-08-25,Not as described,2226.87,Pending
R6645601,O1569870,P936117,2024-07-31,Damaged item,1463.56,Completed
R2789456,O1378248,P193156,2024-07-18,Quality issue,1881.98,Pending
R9052513,O9983658,P985792,2024-02-27,Size issue,1831.98,Pending
R8880422,O9519816,P955442,2024-08-13,Size issue,4255.02,Pending
R4274613,O8246346,P164328,2024-12-02,Quality issue,710.02,Completed
R1485002,O4958084,P293739,2024-07-05,Quality issue,1154.6,Completed
R4925903,O5038820,P612948,2024-07-29,Size issue,203.03,Completed
R6216401,O6634269,P015720,2024-12-19,Quality issue,1541.8,Completed
R6228770,O4895534,P938057,2024-05-12,Late delivery,3412.57,Completed
R7018464,O1450793,P717127,2024-11-08,Quality issue,433.41,Completed
R8607041,O9098069,P767897,2024-04-10,Damaged item,3564.52,Completed
R6552890,O2129643,P566292,2024-01-24,Quality issue,636.48,Pending
R1810015,O8111023,P719189,2024-05-16,Not as described,2685.72,Completed
R5931519,O7308662,P869800,2024-11-30,Color mismatch,2289.25,Completed
R6996575,O3680658,P876399,2024-01-25,Size issue,4801.92,Completed
R7759866,O6457850,P053388,2024-12-13,Not as described,968.24,Pending
R3803057,O7913115,P429813,2024-08-04,Size issue,2272.07,Completed
R2744263,O2300346,P449364,2024-12-21,Not as described,2497.98,Pending
R9086615,O2540343,P632274,2024-11-06,Size issue,1528.07,Pending
R7514054,O2000697,P585834,2025-01-02,Damaged item,2312.93,Completed
R1852003,O1117700,P343159,2024-06-26,Quality issue,707.79,Pending
R4681230,O6799029,P374593,2024-03-23,Late delivery,2957.7,Pending
R6301724,O2695405,P411701,2024-10-02,Not as described,4051.44,Pending
R5402413,O1994338,P738425,2025-02-12,Not as described,2990.22,Completed
R1702594,O4010476,P470731,2024-02-14,Color mismatch,1133.94,Completed
R6744047,O4848080,P868823,2024-04-06,Damaged item,1479.01,Completed
R2190194,O4711241,P125272,2024-12-25,Color mismatch,7274.55,Pending
R8013481,O3311775,P435097,2024-06-21,Size issue,6408.22,Completed
R7058154,O6820850,P206037,2025-01-31,Not as described,5337.6,Completed
R3495128,O5869021,P208153,2024-05-18,Late delivery,2751.7,Completed
R3312526,O9449367,P344076,2024-10-06,Size issue,1467.77,Completed
R8573429,O3231573,P150974,2025-01-19,Not as described,322.3,Pending
R6520334,O4900861,P148389,2025-01-09,Color mismatch,399.57,Pending
R2626517,O7978974,P217387,2025-01-01,Late delivery,6021.6,Pending
R3938952,O4207425,P081337,2024-01-10,Damaged item,580.13,Completed
R6900269,O8292870,P149805,2025-01-21,Not as described,622.31,Completed
R6491719,O8787755,P852697,2024-08-10,Not as described,1607.73,Completed
R7158278,O3662866,P607198,2024-02-20,Quality issue,1175.66,Pending
R6207328,O3169225,P001432,2024-07-28,Not as described,3470.48,Pending
R8398584,O2146357,P522178,2025-01-27,Late delivery,2139.27,Pending
R8075993,O4770418,P345102,2025-01-02,Damaged item,2125.32,Completed
R8483438,O1776583,P377702,2024-08-13,Quality issue,1572.15,Completed
R5300453,O1567256,P008757,2024-10-18,Not as described,1635.02,Pending
R2258632,O1982500,P077583,2024-04-25,Size issue,1765.97,Completed
R8279440,O7542960,P024193,2024-06-25,Not as described,572.0,Completed
R6835442,O8512656,P744860,2024-05-22,Damaged item,937.36,Pending
R6415948,O7040750,P867540,2024-07-10,Color mismatch,3623.81,Completed
R9737213,O3376239,P492716,2025-02-03,Quality issue,1662.12,Pending
R6881153,O9761635,P684450,2024-11-30,Size issue,2552.79,Pending
R8681817,O2532338,P868581,2024-01-30,Damaged item,858.56,Pending
R2662142,O4127398,P501679,2024-07-30,Damaged item,3304.99,Completed
R2514220,O2055522,P398932,2024-12-16,Color mismatch,3161.69,Pending
R4075791,O9304214,P202638,2024-10-04,Color mismatch,701.75,Completed
R9036364,O5085376,P021424,2025-02-10,Color mismatch,313.87,Completed
R2498488,O6962576,P534563,2024-08-18,Size issue,2163.75,Pending
R5830184,O3329139,P172584,2024-11-07,Size issue,2448.6,Pending
R1881954,O3318411,P068621,2024-12-26,Quality issue,1029.64,Completed
R7009638,O6535494,P637206,2024-01-31,Color mismatch,4453.9,Completed
R5612347,O6511610,P875284,2024-06-23,Late delivery,537.25,Completed
R5933550,O5804144,P182846,2024-05-28,Size issue,1232.31,Completed
R8811892,O6399030,P666535,2024-02-09,Late delivery,654.03,Completed
R7356423,O7067855,P364017,2024-05-29,Size issue,2920.64,Completed
R4333629,O7766985,P321697,2025-02-01,Damaged item,951.13,Completed
R2718586,O1522276,P946698,2024-02-24,Color mismatch,1376.79,Pending
R5737000,O7301255,P530842,2024-11-11,Damaged item,375.06,Completed
R6352258,O6575188,P097442,2024-01-11,Quality issue,3661.78,Pending
R2624403,O9040090,P270498,2024-12-17,Damaged item,4179.78,Completed
R1231759,O7472813,P355304,2024-09-13,Late delivery,763.06,Completed
R4226620,O3052645,P895063,2024-05-25,Not as described,1893.15,Pending
R1193507,O2648086,P336048,2024-03-03,Not as described,6929.71,Completed
R5379063,O8356458,P147012,2025-02-03,Damaged item,6499.11,Pending
R6680773,O9976930,P862259,2024-12-25,Damaged item,1416.2,Pending
R8216194,O9605338,P409364,2024-10-09,Late delivery,441.04,Pending
R4651412,O8168897,P029393,2024-10-15,Quality issue,378.26,Pending
R8575296,O4370986,P146710,2024-03-01,Not as described,1335.95,Pending
R5590395,O3487086,P968464,2024-11-11,Damaged item,806.79,Pending
R1873907,O9232969,P763565,2024-04-17,Size issue,3324.7,Completed
R7329159,O1378248,P193156,2024-07-09,Not as described,2571.62,Pending
R1545501,O3089685,P727096,2024-08-16,Not as described,2003.56,Completed
R3649423,O8718242,P051610,2024-03-12,Size issue,6033.85,Pending
R6608380,O8859604,P152646,2024-03-04,Late delivery,1934.45,Pending
R6532742,O9282191,P212896,2024-10-05,Color mismatch,589.26,Pending
R9195670,O9838975,P537752,2024-12-29,Color mismatch,1169.05,Completed
R2513040,O1468409,P908077,2024-03-17,Late delivery,2022.16,Pending
R7534170,O8083686,P519386,2025-01-22,Size issue,689.38,Pending
R5903027,O6251814,P951755,2024-08-20,Late delivery,3081.09,Completed
R5621823,O1203301,P692858,2024-03-22,Color mismatch,3899.07,Completed
R8282503,O7283174,P288293,2025-01-03,Size issue,1523.99,Pending
R4719845,O9018599,P093896,2024-08-22,Not as described,1822.92,Pending
R4351574,O8857355,P540274,2024-09-18,Damaged item,561.9,Completed
R2627515,O2435030,P207616,2024-06-05,Color mismatch,818.59,Completed
R9337898,O9604999,P179220,2024-10-05,Size issue,5593.31,Completed
R7451453,O4629800,P954340,2024-09-10,Late delivery,3139.71,Completed
R1001852,O9216835,P659342,2024-03-14,Late delivery,1594.62,Pending
R3987066,O9545910,P434488,2024-06-27,Quality issue,1806.05,Pending
R2287561,O2237344,P903574,2025-02-05,Quality issue,2800.92,Pending
R9712578,O5568722,P416118,2025-01-06,Size issue,3184.44,Completed
R4964328,O3049812,P709020,2024-05-02,Quality issue,464.45,Pending
R5234847,O5489161,P490904,2025-02-03,Size issue,1375.59,Completed
R1901183,O6810957,P697854,2025-01-21,Size issue,431.57,Pending
R9885548,O1899132,P610045,2024-05-31,Late delivery,2787.82,Pending
R8771949,O5821675,P839012,2024-06-29,Late delivery,2493.94,Completed
R6122423,O1525932,P434459,2024-08-19,Quality issue,3681.44,Pending
R4091570,O6759369,P792038,2025-01-08,Quality issue,2614.14,Completed
R4432115,O7324091,P837321,2025-01-17,Not as described,1723.42,Completed
R6373668,O8923543,P297318,2024-08-04,Not as described,511.27,Completed
R1417178,O2343398,P713794,2024-03-05,Late delivery,1205.59,Pending
R2433344,O2913499,P207956,2024-04-17,Late delivery,5373.3,Completed
R3786591,O8813702,P703809,2024-07-27,Late delivery,761.57,Pending
R9330231,O1971509,P285132,2024-12-18,Quality issue,1024.47,Pending
R2321877,O7546688,P207183,2024-10-19,Size issue,2545.27,Completed
R1691569,O8555304,P803433,2024-06-07,Quality issue,1777.54,Completed
R2161223,O3039841,P540168,2024-07-14,Size issue,1561.45,Completed
R3995610,O7167118,P334436,2024-04-02,Not as described,3816.77,Pending
R4245908,O3501964,P447296,2024-11-29,Color mismatch,2197.47,Pending
R6229889,O8412458,P426190,2024-07-21,Quality issue,940.7,Pending
R7701591,O4529382,P834472,2024-09-13,Damaged item,1245.87,Completed
R6337656,O1049641,P097595,2025-02-07,Size issue,1115.13,Pending
R2052778,O2626266,P764760,2024-08-15,Quality issue,1656.41,Completed
R7531365,O5035678,P747663,2024-12-26,Late delivery,2989.5,Pending
R8612764,O3144396,P654194,2024-08-05,Color mismatch,1155.21,Pending
R7136891,O7175813,P072532,2025-01-30,Quality issue,3215.77,Pending
R4821981,O7798169,P024437,2024-05-27,Size issue,2178.18,Pending
R2187518,O3849602,P652623,2024-11-25,Late delivery,2476.8,Pending
R2391225,O5423758,P940260,2024-03-20,Color mismatch,1634.82,Completed
R1648782,O8760768,P403600,2024-05-17,Damaged item,2093.33,Pending
R1372832,O9075343,P518471,2024-10-23,Quality issue,675.93,Completed
R3324484,O7730762,P045483,2024-05-01,Late delivery,5746.59,Completed
R4754801,O2627700,P695960,2024-12-07,Size issue,2740.93,Completed
R8851862,O6233600,P882038,2024-02-07,Color mismatch,251.03,Pending
R3942312,O5042053,P593318,2025-01-10,Late delivery,638.76,Pending
R3560782,O5175276,P050277,2024-10-23,Color mismatch,403.01,Completed
R1609086,O8830014,P733386,2024-09-05,Not as described,681.69,Pending
R9479637,O3299855,P049764,2024-06-12,Quality issue,678.98,Pending
R6471427,O2121739,P021110,2024-09-13,Size issue,798.4,Pending
R6361870,O2189425,P790838,2024-04-25,Not as described,565.52,Pending
R8924381,O8069604,P665807,2025-01-18,Quality issue,749.94,Pending
R3687605,O7873887,P588545,2024-12-03,Damaged item,965.0,Pending
R7793988,O3424407,P615610,2024-04-21,Size issue,1529.11,Completed
R1987096,O6171175,P756388,2024-10-15,Size issue,3318.75,Pending
R5990815,O1080884,P132569,2024-04-27,Late delivery,3053.65,Completed
R7368073,O7277850,P123974,2024-04-23,Not as described,3411.89,Completed
R5590535,O4845632,P179580,2024-11-04,Damaged item,2354.47,Completed
R3402923,O1607409,P038622,2025-01-09,Quality issue,6599.05,Pending
